ticker,event,sector,action,direction,alpha,beta_mkt,beta_smb,beta_hml,r_squared,n_obs
AMZN,2025-12-11,Tech,-25 bp,cut,-0.000517544111019232,1.2481404537729235,0.08976935179834294,-0.3013883290585248,0.6406949407705529,220
NVDA,2022-03-17,Tech,+25 bp,hike,0.0028692056399830354,1.941485266726222,-0.15678894647661307,-0.9003891085505409,0.5521664069640446,220
NVDA,2022-06-16,Tech,+75 bp,hike,0.002028090899604688,1.9403143533563283,-0.06260142703405071,-0.9040216057731448,0.6582929234422475,220
NVDA,2022-09-22,Tech,+75 bp,hike,0.0009305692414876836,1.9089663510283854,-0.03262761943699099,-0.7217439349173689,0.7124374374095692,220
NVDA,2023-03-23,Tech,+25 bp,hike,0.0005529313329878518,1.8361773127817589,0.31459823143408694,-0.6155222406827997,0.7424143022896788,220
NVDA,2024-09-19,Tech,-50 bp,cut,0.002934608530006492,2.3814508775734966,-0.7498762073934384,-1.537916709738163,0.5310946285052716,220
NVDA,2024-12-19,Tech,-25 bp,cut,0.0024453762838904432,2.577762396879656,-0.8151401651658325,-1.6637536657741117,0.5840175166331609,220
NVDA,2025-09-18,Tech,-25 bp,cut,0.001217881032257629,1.6111616100055235,-0.27652009729036253,-1.4837317383575273,0.6470735916083181,220
NVDA,2025-10-30,Tech,-25 bp,cut,0.0003026252089159678,1.6345072023163671,-0.34014381775693003,-1.40429838402351,0.6494981335030099,220
NVDA,2025-12-11,Tech,-25 bp,cut,0.0012410969288466267,1.5350107091014271,-0.24864891157153796,-1.705539387191251,0.6723465459746285,220
META,2022-03-17,Tech,+25 bp,hike,8.000757743480353e-06,1.3056783724453243,-0.1617112803010205,-0.32077530028948564,0.4379445052739006,220
META,2022-06-16,Tech,+75 bp,hike,-0.0009174037825184395,1.6156415168985025,-0.23128326683911066,-0.4892928643773816,0.4463943476287653,220
META,2022-09-22,Tech,+75 bp,hike,-0.001576131221357525,1.5199004590830185,0.06380041724402312,-0.45383928053846956,0.5129068259968205,220
META,2023-03-23,Tech,+25 bp,hike,0.0007261982643417121,1.2903117874562744,0.22059541224510182,-0.8685543622725551,0.451266786973322,220
META,2024-09-19,Tech,-50 bp,cut,0.0012647807400796112,1.6420098074401634,-0.607514944129151,-0.6581143211599465,0.36067162886514237,220
